1741	5	73	0
1742	5	77	0
1743	4	65	0
1744	2	68	0
1745	1	70	0
1746	2	62	0
1747	3	62	0
1748	3	75	0
1749	4	79	0
1750	2	75	0
1751	2	70	0
1752	4	67	0
1753	3	64	0
1754	3	63	0
1755	4	76	0
1756	2	64	1
1757	3	71	0
1758	1	79	0
1759	1	78	0
1760	3	67	0
1761	1	65	1
1762	6	66	0
1763	1	65	1
1764	2	61	0
1765	4	75	0
1766	1	64	1
1767	3	80	0
1768	1	72	0
1769	5	69	0
1770	3	77	0
1771	6	71	0
1772	5	73	0
1773	6	75	0
1774	2	64	0
1775	2	79	1
1776	5	70	0
1777	5	66	0
1778	1	79	0
1779	6	69	0
1780	6	66	0
1781	5	61	0
1782	2	69	0
1783	5	77	1
1784	1	61	0
1785	4	75	0
1786	3	76	0
1787	3	71	0
1788	2	63	0
1789	2	64	1
1790	4	79	0
1791	2	61	1
1792	2	75	0
1793	1	63	0
1794	5	70	0
1795	3	78	1
1796	1	70	0
1797	3	76	0
1798	3	73	0
1799	4	67	0
1800	4	82	0
1801	5	87	0
1802	4	98	0
1803	2	94	0
1804	3	99	0
1805	3	93	0
1806	2	96	0
1807	4	98	0
1808	2	98	0
1809	1	81	0
1810	3	85	0
1811	1	91	0
1812	6	98	0
1813	5	98	0
1814	6	96	0
1815	2	97	0
1816	5	84	1
1817	4	90	0
1818	6	92	0
1819	4	98	0
1820	5	99	0
1821	6	85	0
1822	4	100	1
1823	1	82	0
1824	3	86	0
1825	6	91	0
1826	1	98	0
1827	1	97	0
1828	1	81	0
1829	5	90	0
1830	3	84	0
1831	6	89	0
1832	3	81	0
1833	2	90	1
1834	5	95	0
1835	3	97	0
1836	6	81	0
1837	3	87	0
1838	6	94	1
1839	2	88	0
1840	4	99	0
1841	1	99	0
1842	4	93	1
1843	5	93	0
1844	2	86	0
1845	4	82	0
1846	2	91	0
1847	1	95	1
1848	5	87	0
1849	6	81	0
1850	3	86	0
1851	5	97	1
1852	6	91	0
1853	5	86	0
1854	6	92	0
1855	6	92	0
1856	6	85	0
1857	5	93	0
1858	2	86	1
1859	2	87	0
1860	5	82	0
1861	6	98	0
1862	3	88	0
1863	1	89	1
1864	1	93	1
1865	5	88	0
1866	2	95	1
1867	1	96	0
1868	2	96	1
1869	6	92	0
1870	4	90	0
1871	6	85	1
1872	1	96	0
1873	6	87	1
1874	1	98	1
1875	5	92	0
1876	2	87	0
1877	1	82	0
1878	4	93	0
1879	6	93	0
1880	2	88	1
1881	6	82	0
1882	3	82	0
1883	5	98	0
1884	3	82	1
1885	6	82	1
1886	4	95	0
1887	6	94	0
1888	2	93	1
1889	5	89	0
1890	4	82	0
1891	6	88	1
1892	4	98	0
1893	6	85	1
1894	3	96	0
1895	5	86	1
1896	6	94	1
1897	2	94	0
1898	5	99	0
1899	3	93	0
1900	3	100	0
1901	2	100	0
1902	4	88	0
1903	3	99	0
1904	1	87	0
1905	6	97	0
1906	6	86	1
1907	2	90	0
1908	4	98	1
1909	4	98	0
1910	1	81	1
1911	6	85	0
1912	6	82	0
1913	4	89	0
1914	3	90	0
1915	4	90	0
1916	4	94	0
1917	2	96	0
1918	1	92	1
1919	4	99	0
1920	4	95	0
1921	1	88	0
1922	5	87	0
1923	5	85	0
1924	4	84	0
1925	3	96	1
1926	2	100	0
1927	2	86	1
1928	4	87	0
1929	3	95	0
1930	3	89	0
1931	2	95	1
1932	6	81	0
1933	6	91	0
1934	5	96	1
1935	3	94	0
1936	2	96	0
1937	2	90	0
1938	6	85	0
1939	6	82	0
1940	5	96	0
1941	3	92	0
1942	1	99	0
1943	4	81	0
1944	1	94	0
1945	3	98	1
1946	5	98	1
1947	2	87	0
1948	2	81	0
1949	3	90	0
1950	2	91	0
1951	4	97	0
1952	2	85	1
1953	5	86	0
1954	6	100	0
1955	6	82	0
1956	6	89	0
1957	2	88	0
1958	2	97	0
1959	6	94	0
1960	1	93	0
1961	5	83	0
1962	5	92	1
1963	3	92	0
1964	6	96	0
1965	1	82	0
1966	4	95	1
1967	1	98	0
1968	6	84	0
1969	3	88	1
1970	5	99	0
1971	1	97	0
1972	6	82	1
1973	2	89	0
1974	1	85	0
1975	6	90	0
1976	1	96	1
1977	6	94	0
1978	5	100	1
1979	3	82	1
1980	2	92	0
1981	3	82	1
1982	1	92	0
1983	3	82	0
1984	1	89	0
1985	6	92	0
1986	6	81	0
1987	4	88	0
1988	4	83	0
1989	4	95	0
1990	6	82	0
1991	3	89	0
1992	1	98	0
1993	3	99	0
1994	3	100	0
1995	3	85	1
1996	5	100	0
1997	1	86	0
1998	1	100	0
1999	3	98	1
